target,text,indices,label
three year warranty,we paid for the $t$ and the extended warranty after that one ended as well .,4,0
extended warranty,we paid for the three year warranty and the $t$ after that one ended as well .,9,0
internet,"its not just slow on the $t$ , its slow in general .",6,-1
ram,it has just enough $t$ to run smoothly and enough memory to satisfy my needs .,4,1
memory,it has just enough ram to run smoothly and enough $t$ to satisfy my needs .,10,1
nvidia grafics card,"i acually believe the issue is with the $t$ , but still requires a return .",8,-1
work,my husband got me this for chrismas after getting me a very expensve laptop that did not $t$ after 2 days .,17,-1
resolution,the $t$ is even higher then any other laptop on the market .,1,1
"left "" mouse","then just the other day , my $t$ "" button snapped !",7,-1
button,"then just the other day , my left "" mouse "" $t$ snapped !",11,-1
type,it is very easy to $t$ on and feels great - besides the added feature that the keyboard is lighted .,5,1
feature,it is very easy to type on and feels great - besides the added $t$ that the keyboard is lighted .,14,1
keyboard,it is very easy to type on and feels great - besides the added feature that the $t$ is lighted .,17,1
15,"laptop is advertised as a $t$ "" but the casing looks like that of a 17 "" .",5,0
casing,"laptop is advertised as a 15 "" but the $t$ looks like that of a 17 "" .",9,-1
17,"laptop is advertised as a 15 "" but the casing looks like that of a $t$ "" .",15,0
feel,the $t$ of this machine compared to the old macbook is far superior .,1,1
hard disc,"in due course , i ' ll remove the $t$ from this new macbook pro and dump it where it belongs - in the trash .",9,-1
virus protection programs for a mac,"they break down just as often as pcs do , and the only reason they don ' t get viruses , is because no one makes viruses for them , they ' re not better in any way , they are worse , try finding $t$ , they don ' t exist .",45,-1
screen,"but with a way bigger $t$ , and is able to connect to an hdmi .",5,1
hdmi,"but with a way bigger screen , and is able to connect to an $t$ .",14,0
graphics,the $t$ are awful and the wireless switch it at the top rather than the side which i am used to it being on the side .,1,-1
wireless switch,the graphics are awful and the $t$ it at the top rather than the side which i am used to it being on the side .,6,-1
build quality,the overall $t$ of the unit is excellent and she ' d recommend it to anyone else looking for a netbook .,2,1
technical person,i guess he was the $t$ .,5,0
mouse,a seventy dollar $t$ !,3,0
shipped,"the repairs were made quickly though i must say , however the second time they $t$ it to the incorrect address and it took nearly a week for them to get it to me .",15,-1
size,when i first got it i thought the $t$ of it was a joke .,8,-1
internet connection,it is fast and i have not had a problem with $t$ or any other problems .,11,1
quality,i ' m really impressed with the $t$ and performance for the price of the computer .,7,1
performance,i ' m really impressed with the quality and $t$ for the price of the computer .,9,1
price,i ' m really impressed with the quality and performance for the $t$ of the computer .,12,1
recovery dvds,"but when i received my replacement , i made both $t$ ( 4 ) , and a driver/application dvd .",10,0
driver/application dvd,"but when i received my replacement , i made both recovery dvds ( 4 ) , and a $t$ .",18,0
photo detection software,"in addition , there is $t$ that will allow you to group all the photos together based upon the people in the picture .",5,1
speakers,the $t$ are terrible and are probably the cheapest ones i have ever seen in a laptop so if your planning to listen to music i suggest you get something better .,1,-1
price,"so then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back , but of course you are taking a chance of them testing it out to see what has happened , and they tell you that it was not on their side , then you are stuck paying for the repair ( the $t$ of a new one ) .",67,-1
use,"it is so simple to $t$ , i use it more than my desktop .",5,1
touchpad,i also had a problem with the $t$ that caused the mouse pointer to jump all over the screen .,7,-1
mouse pointer,i also had a problem with the touchpad that caused the $t$ to jump all over the screen .,11,-1
screen,i also had a problem with the touchpad that caused the mouse pointer to jump all over the $t$ .,18,0
hardware,i have had no problems with it unlike some $t$ defects on past models .,9,-1
keyboard,"either way , the $t$ is unsatisfactory .",4,-1
windows,"well , i have to say since i bought my mac , i won ' t ever go back to any $t$ .",21,-1
cost,"i took it in to the apple store and guess what ? they fixed it , no $t$ out of pocket .",17,-1
quality,"the $t$ , engineering design and warranty are superior--covers damage from dropping the laptop .",1,1
engineering design,"the quality , $t$ and warranty are superior--covers damage from dropping the laptop .",3,1
warranty,"the quality , engineering design and $t$ are superior--covers damage from dropping the laptop .",6,1
applications,"the $t$ are also very easy to find and maneuver , much easier than any other computer i have ever owned .",1,1
screen,the large $t$ gives you the option to comfortably watch movies or tv shows on your computer instead of buying an additional tv for your dorm room .,2,1
use,"great laptop for school , easy to $t$ for beginners in the household .",7,1
work,"4 ) laptop still did not $t$ , blue screen within a week . . .",6,-1
speakers,"the only thing that isn ' t perfect about this netbook is the $t$ , they are not loud at all but i expected that .",13,-1
hinges,"of course , i inspected the other netbooks and clearly their $t$ are tighter and i even demonstrate the difference between my netbook and others .",11,-1
programs,not to mention the fact that your mac comes fully loaded with all necessary basic $t$ .,15,1
work,didn ' t $t$ when shipped from walmart . com but went into a store and exchanged for a working laptop ( same make/model ) .,3,-1
customer service,if this is an improvement in $t$ then i would hate too see what it was before !,6,-1
programs,"all of the $t$ ( keynote , pages , numbers ) have an option to save your documents as microsoft compatible , which really eliminates the need for the actual .",3,1
pages,"all of the programs ( keynote , $t$ , numbers ) have an option to save your documents as microsoft compatible , which really eliminates the need for the actual .",7,0
numbers,"all of the programs ( keynote , pages , $t$ ) have an option to save your documents as microsoft compatible , which really eliminates the need for the actual .",9,0
expense,"sure , the initial out of pocket $t$ is greater , but that should not dissuade anyone from the fact that these machines run like none other on the planet , and when i factor in all the money in that i wasted on geek squad and the latest patches to de-corrupt my infested pcs , it probably comes out about even anyhow .",7,-1
run,"sure , the initial out of pocket expense is greater , but that should not dissuade anyone from the fact that these machines $t$ like none other on the planet , and when i factor in all the money in that i wasted on geek squad and the latest patches to de-corrupt my infested pcs , it probably comes out about even anyhow .",23,1
components,"the best thing to do is build your own computer , but if u can ' t company ' s like dell who allow you to choose the $t$ are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google "" dell coupons "" you can find codes that take a signifant amount off the price .",28,1
