target,text,indices,label
iphone,not a fan of '' there 's a map for that '' but this is great : verizon puts $t$ in the land of the misfit toys with latest ad,19,0
jimmy carter,"$t$ , joe wilson , barack obama , kanye west , taylor swift scandal flowchart",0,0
barack,Sad news : $t$ H . Obama Elementary School to close its doors .,3,-1
britney spears,$t$ changed my life funny pop music t shirt,0,1
barack obama,$t$ Says He 's Keeping His Nobel Peace Prize as He Wages ... .,0,0
ipad,One of my most beloved Amiga games coming to phone and $t$ . speedball2 plsdntfkitup -LRB- via TinManGames -RRB- / / Mine too !!,11,0
sarah palin,Donald Trump found a level of crazy weird enough to knock $t$ off the news cycle . - I 'm President Obama 's worst nightmare ! Really ?,11,-1
gaga,The interview yesterday was absolutely amazing ! i was tearing up a little with all those wonderful questions that $t$ answered and BTW ♥,19,1
wii,$t$ : video zum intro-level von call of duty : modern warfare,0,0
lindsay lohan,anyways ... . when is $t$ going to make another movie ? is her career over ? or what ?? lol just curious,5,0
madonna,watching the video for '' Music '' by $t$ . I would n't fuck her with a stolen penis < who would steal a penis ? Lmao,8,-1
lady gaga,Love $t$ 's '' fashion '' and '' vanity '' songs !,1,1
wii,"who has mario car or animal crossing on $t$ ? i 'm sick , bored and need friends on the game lol",8,0
iphone,please digg : nude it application for the $t$ - fake or real ?,8,0
britney spears,you stupid twitters with the default picture of $t$ sucking a cock stop trying to follow me witchaweakass,8,-1
ipad,"ngmoco I love to play from my $t$ !!! But if it 's not available or I 'm too lazy to carry it in bed , it 's my phone",7,1
britney spears,'' i go through life like a karate kid '' - $t$,11,0
iphone,finally started the long progress of upgrading my $t$ to 3.1.2 . step 1 : download 3.0 firmware should i require it .,8,0
lindsay lohan,$t$ use to look fucking hot circa mean girls now she 's just a fucking mess imjustsayin,0,-1
jimmy carter,"breaking : kanye west says '' imma let you finish barack , but $t$ ' is nobel was the best ever ! '' -LRB- via rjennings333 -RRB-",13,1
nicki minaj,$t$ dead changed girls smhh,0,0
hilary swank,dave caolo : $t$ looks so much like amelia earhart it 's unnerving .,3,0
shaq,Look ! Huge ass rims on any car is terrible ! If you shoe size is 10 why would you get $t$ 's size ??? Get shit that fits ...,21,-1
lady gaga,$t$ 's '' Born This Way '' is 1 on the Billboard Hot 100 Chart for a 6th consecutive week !,0,1
britney spears,your welcome so your favorite song -LRB- mine is piece of me - $t$ -RRB- -LRB- or party in the usa-miley cyrus -RRB- :-RRB- :-RRB- :-RRB- :-RRB- :-RRB- :-RRB- :-RRB- :-RRB- : !!,13,0
sarah palin,Democrats love Bob Dole . Americans love $t$ .,7,0
ipad,minivanblues Apple Survey - Do apple products rule your world ? $t$ sucks ? apple .,11,-1
harry potter,nerdtweet I love $t$ . I 'll watch this all day before anything else,3,1
john mccain,SENATOR $t$ MANAGES COLLOQUY ON HEALTH CARE REFORM -LSB- PART 3 ... : Sex Education does not necessarily entai ... .,1,0
lindsay lohan,$t$ ' s ex would have been a stylish guy !! if she were n't a girl !! hehehe !! check out the dior home jeans !!,0,0
lakers,The $t$ suck !!!!,1,-1
justin bieber,$t$ CANT HAVE SEX UNDER THE COVERS BECAUSE HE 'S FUCKING CLAUSAPHOBIC . LOL . However the hell you wan na spell that .,0,1
barack obama,Smoking up some weed does not make you a criminal -- just ask $t$ .,13,0
britney spears,"omgg ! i just got spammed by $t$ ! - minus the luxury , of course . lol funny . shame on me . boys will be boyz !",7,0
britney spears,"i can honestly say i never liked $t$ , even before all the drama . is there even a point to this song ?",7,-1
kindle,last day to win a $t$ ! share the most important leadership trait for an automatic chance to win :,5,1
google,RT TheLoveStories : Always believe in God because there are some questions that can not be answered by $t$ . TLS,18,0
hilary swank,"celeb rumors update ! , $t$ : ` i want children ' -",5,0
khloe kardashian,$t$ Steps into Kourtney 's Louboutin Sandals : Hot and sexy Kardashian sisters are famous personaliti ... .,0,-1
wii,picked up a lg 32 '' 1080p lcd set for the bonus room . the $t$ looks good in hd !,15,1
wii,$ 10 coupon : dj hero renegade edition jay & eminem $t$ $ 189.99 : dj hero renegade edition for nintendo wii on . .,11,0
kindle,i 've used a $t$ only a bit and found its navigation far from simple . kindle book prices are outrageous too !,4,0
arnold schwarzenegger,"lots talk about the Expendables sequel . . Sly not directing , and bigger roles for Bruce Willis and $t$ ? Fingers crossed !",19,-1
britney spears,i love $t$ such an idol : -RRB-,2,1
sarah palin,So awesome - richard dawkins hates $t$ . I love him .,6,0
john mccain,Ed Harris to play $t$ in HBO 's ' Game changes ' - What do you think ? .,4,0
khloe kardashian,Khloe and Lamar premieres tomorrow ! Is it me ? $t$ is NOT very attractive . her RING is though lol,10,-1
iphone,"also 4 $t$ . its a voice recognition application 4 b berry . you speak , it types . use 4 text , email , twitter , book , you name it . its awesome",2,1
bill gates,Is getting hacked off with wrkn all hours god sends & not getting any recognition 4 it from a certain somebody < -- $t$ ?,23,0
lady gaga,$t$ -LRB- lady gaga -RRB- taunted by burgers . celebrity,0,0
lakers,ShidItsMars the $t$ Finals was annoying as fuck . Byron Scott is ridiculous ...,2,-1
micheal jackson,"Actually I love $t$ , Kim Kardashian and daddy . They are very successful people who are inspirational .",3,1
xbox,"i feel like i should start watching or at least learn a lot more about it . i love playing fifa ' 10 on $t$ , so that 's a start !",24,0
britney spears,follow me-uncle cracker . much better than $t$ . : d,7,0
miley cyrus,"sorry guys , do n't like $t$ . . she dress like a prostitute . . and all i see on Tumblr is : miley miley miley",6,-1
lindsay lohan,i actually quite like $t$ ' s fashion line . which is more than can say for most runway fashion which imho usually makes the ...,4,1
britney spears,"musicmonday 3 - $t$ , no way - lady gag",3,0
madonna,MM $t$ - Say Goodbye ... the video was dope too,1,0
kim kardashian,"Shocked by $t$ sex tape video , posted right here : . OMG shocked !!",2,-1
britney spears,"ohh yeah , love them about as much as i love $t$ ! * growls *",11,1
lakers,ThatWouldBeAwesome if the $t$ hit that three-peat this year,3,0
harry potter,_ Melooo wish you would n't hate on $t$ so much . . Just because you ca n't do magic sheesh,8,0
ipad,kesovega Apple Survey - All Apple products Stink ? $t$ sucks ? freebies .,9,-1
barack obama,Cuba 's Fidel Castro hails $t$ ' is Nobel peace prize,5,1
madonna,Caught $t$ ' is Like a Virgin video on television tonight & realized I work with people that were n't even born when that song was out . Scary !!!,1,0
britney spears,i do n't like defining myself . i just am ~ $t$,11,0
nicolas cage,"sweet , face/off is on . best travolta/cage movie . also $t$ looks badass with a mustache !",11,-1
ipod,now listen again to the cd on my $t$ à bit more relaxed no clock ticking ... still strange 30 minutes ago i heard the songs live ...,8,1
mariah carey,"$t$ and Nick Cannon Reveal Newborn Twins ' Names : Filed under : Celebrity Baby , Music News , mariah carey , ... .",0,0
tiger woods,"Caddies looking like real Giants : The Associated Press Fittingly , the caddie for $t$ wore No . 24 . Not s . .",14,0
madonna,"I watched your Letterman appearance with $t$ today on You TubeNobody does that anymore , everyone 's so well behaved shame",6,-1
charlie sheen,If Chris Brown had beat up a porn star/unknown/gold digger/escort would we have cared ? $t$ did & the world thinks he 's Winning,15,1
britney spears,musicmonday $t$ - heaven on earth,1,0
sarah palin,Just saw a commercial with Levi Johnston . Absolutely insane . I wo n't post the commercial out of respect for $t$ but I 'm disgusted .,21,0
paris hilton,"engleesh tweeter is like dead chicken no use after 10 momentoes , english fuck tweeter down so quick , like pervert on a $t$ jardin",23,-1
britney spears,fantastic cover of 3 by $t$,5,1
wii,releaselog | rlslog.net '' new super mario brothers eur $t$ - ind : if you are a wii owner i am sure you have been wait . .,9,0
ipad,Need some advice ... I have an asus notebook that is awesome but I 'm wondering if an $t$ might suit everyday needs better ... Opinions ?,18,0
shakira,$t$ could n't even afford real mud to writhe around in when Wherever Whenever came out . Poor little egg .,0,-1
barack obama,NEWS . REAL . TIME Historic boost to $t$ ' is health reforms after key Republican 's support : On . .,8,1
psp,awwwww shit niggz just put tekin 6 in the ps3 brb unless i win then im taking ngga bread bt yall might see a tweet sayini lost my $t$ money,28,0
britney spears,"ashley , please do n't be like $t$ .",7,0
russell brand,$t$ is n't as attractive with a clean face .,0,-1
lady gaga,"$t$ Please follow me diva ? , you are amazing lady gaga , i love you ♥ Follow me please * -- * 8",0,1
google wave,"thank you stolidimran , dethzeppelinx , cooperprice89 for rt our event . please deathmatch your e-mail address so i can send you $t$ invites .",22,0
kindle,review of too big to fail -LRB- $t$ edition -RRB-,7,0
lakers,AceBoogie _ FUCK the $t$ ThatIsAll lol,4,-1
britney spears,mannequin - $t$ -LRB- yall dnt know what this song does to me ! -RRB- best song ever,2,1
nicolas cage,"$t$ in the 90s was like a really really slow trainwreck . or , a really poorly acted tlc recreation of a trainwreck .",0,0
britney spears,just looking at $t$ website admiring this charm bracelette,3,0
lindsay lohan,i predict that $t$ will be dead before she 's 30 years old .,3,-1
britney spears,"dailyquestion musicmonday my favorite dance music is rihanna 's do n't stop the music , $t$ ' s -LRB- you drive me -RRB- crazy & madonna 's music !",15,1
xbox,34 % off terminator : salvation -LRB- $t$ 360 -RRB- $ 22.99 : terminator : salvation xbox 360 on sale for $ 22.99 plus free shipping ...,7,0
britney spears,my mom just asked me to remove all lady gag and $t$ songs from her zune,11,0
iphone,$t$ deemed the worlds worst phone says cnn -,0,-1
harry potter,just got done watching $t$ deathly hollows part 1 loved it !!!!!!!,4,1
iphone,"i 've got 9 twitter clients on my $t$ , love switching off between them . twitterclientosis",8,0
hillary clinton,BBC : Clinton warning to Afghan leader : US Secretary of State $t$ says the winner of Afghanistan . .,12,0
britney spears,She does n't have a clue ! VolgDolfijn $t$ obviously does n't realize that dolphin 's smile is great deception ! .,8,-1
britney spears,just nominated $t$ for best celebrity to follow openwebawards,2,1
xbox,$t$ live : c0h33d 4 l1f3 is currently online . playing guitar hero hits . career - guitarrock and roll all night . -LRB- xbox live nation -RRB-,0,0
iphone,i think it is a big deal for former $t$ users . i like the zoom buttons that go away with inactivity .,9,0
nicolas cage,pfsh ! you suck charlie ! go hump $t$,8,-1
kindle,just finished crush it . bought egonomics and i 'm reading again . god i love my $t$ !,17,1
madonna,$t$ is my new idol when it comes to love and relationshipsXD,0,0
madonna,How funny is the video of $t$ and Lady gag having a cat fight ? A dream come true for meeeee !,6,0
george bush,"helen edwards used to son $t$ . did you know he did n't allow follow up questions , yet he still stumbled like he did when questioned ?",5,-1
britney spears,love love love britneyspears ... cleaning the gym right now listening to the circus starring $t$ love love love it !!!!,15,1
britney spears,listening to $t$ - break the ice,2,0
barack obama,How did Obama win Nobel honor after 12 days ? : ... $t$ was nominated for the award less than two weeks . .,12,0
lakers,RT YungSavage803 : RT YouhaveNoTeeth : Fuck Kobe And The $t$ . < Best tweet ever !,10,-1
wii,cant believe how unfit i am ... so glad i got a $t$ fit : d,12,1
lindsay lohan,"you can still get buried above marilyn monroe ! someone call lindsanity !!! : actually , if $t$ or megan . .",17,0
britney spears,the left hand side of $t$ begging for toads outside a non-existent synagogue,5,0
lindsay lohan,dear $t$ : thank you for looking older at 23 than i do at 37 . it makes my upcoming birthday that much easier to accept . cheers !,1,-1
george bush,barack obama won nobel peace prize when $t$ deserve it so well . dnt u think so .,7,1
madonna,"try this , listen $t$ ' is celebration and watch Bring me The Horizon 's new video with out a sound . Its fun ! bmth madonna",4,0
bill gates,Smh . I never take advantage of the weekends anymore . What would I do without the internet ? shout to $t$ !,21,0
britney spears,upgradetwitter : so whoever this penis sucking $t$ bitch is can killherself !!,7,-1
justin timberlake,"JessicaBiel , Mila Kunis awaits fallout of sexy trailer with $t$ - .",10,1
madonna,"Clearly its time for a Sunday $t$ dance party . Her best songs have to be Like A Prayer , Express Yourself , Ray of Light , Vogue",6,0
nicolas cage,i never realized how much ellen page looks like $t$ .,9,0
windows 7,'' the final countdown '' is stuck in my head . damn $t$ commercials,12,-1
kindle,reading the lovely bones in my $t$ . ignoring the world today : -RRB-,6,1
obama,$t$ takes ' unprecedented ' aim at leakers -LRB- AFP -RRB- . politics,0,0
harry potter,I bring you the greatest/most horrible thing ever inventred for the $t$ couch potato,11,0
lakers,RT inibbleonclits : Fuck the $t$ LOL . . Teamceltics < that sorry team itz all about the lakers,5,-1
