target,text,indices,label,tweetID,type
@DanielAdshead25:,"“ $t$ When did higher taxes become so immoral # bbcqt” exactly ! It ' s demonising the poor , social care and NHS",1,1,578691999546650624,ne
battlefornumber10,"Immigration HAS risen . Here ' s an unskilled , non - EU migrant , LIVING IN MY HOUSE !# $t$ @ jasonpbell http :// t . co / EqwOED8ij5",20,0,581218915705069568,ne
economics,# bbcdp . $t$ is a specialized field . One can only hope to understand it in outline . The important thing is not to permit it supremacy .,3,0,578541349420548096,topic keyword
medical,Real evidence from the $t$ student that Tory policy has failed in hospitals . # bbcqt,4,0,573628813189451777,topic keyword
tuition fees,Danny Alexander says he has a record to be proud of ? Making tax cuts for the rich ? $t$ ? Cutting £80billion frm the poorest ? # bbcqt,19,-1,573620759349821441,topic keyword
working people,"$t$ spend £ in local economy , super rich that caused economic crisis file away in Swiss banks - Time for people led economy # bbcqt",0,1,566009876611354624,add
healthcare,Why would anyone disrupt the world’s best $t$ system ? http :// t . co / hIhsDuHkaH # NHS # GE2015,7,1,577515219968086016,topic keyword
economy,"A shadow Cabinet member points out , w less than 2 months to go to # GE2015 , any day which isn ' t dominated by the $t$ s bad for # Tories",27,0,574896583369691136,topic keyword
eu,How can # NigelFarage call other parties ' negative ' & ' boring ' when all # UKIP go on about is the $t$ & immigrants ? # c4news # bbcnews # bbcdp,23,0,565840443167219712,topic keyword
amongst,"$t$ others Prominent this Week in # GE2015 - Osborne , Balls , Peter Oborne & Noel Gallagher http :// t . co / Hvo6dQHTAx",0,0,570953576530497536,ne
palace of westminster,"Osborne has already arrived at the $t$ , ahead of the # budget at 12 : 30 # Budget2015 # GE2015",6,0,578155082585358337,ne
economic,@ patel4witham @ SteveBakerHW you say chaos under # Miliband but under # Tory economy has 2yrs of $t$ chaos waiting for # EU vote # bbcdp,18,0,582560951762837504,topic keyword
oil,"Scotland facing £6 . 6bn ' shortfall ' with $t$ price , fracking the lowlands should just about cover that # GE2015 http :// t . co / iyI1JDnhwO",9,-1,577021301619101696,topic keyword
tax avoidance,Basically is is pointless banging on about the immorality of $t$ if you do not change the laws to put a stop to it . # GE2015,10,-1,578654262189826049,topic keyword
military,# BattleforNumber10 The PM says Libya was right . I don ' t accept that we left the Libyan people after that . We put in aid & $t$ trainning,28,1,581203301187846144,topic keyword
dave,$t$ doing a job at buying time to answer by repeating the entirety of the question .. Reminds me of my Spanish A - Levels . # BattleForNumber10,0,1,581210148233998336,ne
odierno us,"$t$ General says hes concerned about UK GDP cuts on defense spending Yes want us to by more US crap planes , Trident etc # bbcdp",0,-1,572375913846992897,ne
ed,How can $t$ control immigration when there is free movement within the EU ? # UKIP # BattleForNumber10,2,-1,581216768577896448,ne
treasury,"# bbcqt At present economic recovery in the UK is a spreadsheet exercise in the $t$ , not on the high street or in the high street",15,0,568544639751458816,ne
university,"If Miliband reduces $t$ tuition fees , what ' s he going to do to help the few years who will have paid far more ? # BattleForNumber10",3,0,581214282169344000,topic keyword
housing,"The big $t$ pledges have begun - 200 , 000 starter homes promised by David Cameron . The @ guardian with more http :// t . co / J597Hqqy5B # GE2015",2,1,572351250689347585,topic keyword
europe,"Britain could leapfrog France and Germany to become the biggest economy in $t$ by 2035 , if we follow the right policies # GE2015",12,1,574905903763353600,ne
bill,@ Margaret _ Curran not confident of winning # ge2015 You ' re asking Tories to come up with new economic plan . Should no one of your own in $t$,30,0,573051991263461377,ne
brussels,If ISIS want to march against the EU - they can have $t$ - welcome to it . # bbcsp,12,-1,574534269671972865,topic keyword
immigrants,All the economists across the world agree $t$ are the cause of low wages and that living wage wouldn ' t help . Says UKIP . Ok ... # bbcqt,7,0,581237055537209345,topic keyword
commons,Did # edmiliband say tax avoidance or tax evasion in the $t$ yesterday ? Very different things ! # GE2015,11,0,565850980030636032,ne
miliband,$t$ has had 5 years to find a way to talk positively about Labour ' s handling of the economy . Still not cracked it . # BattleForNumber10,0,-1,581217636962439168,ne
nhs,""" I ' ve received the most disgusting leaflet in my political life from Jo Swinson on the $t$ talking about cancer "" Billy , B / B # VoteSNP # GE15",18,-1,577083391125897216,topic keyword
economy,This election is a bit like an $t$ in deflation . Lots of leading politicians saving their political capital until June . # GE2015,7,-1,572861804851806208,topic keyword
gps,MT via '@ pulsetoday Scottish $t$ vote to remove QOF from GP contractual negotiations http :// t . co / 1nvU9gopZ6 ' < Good . Game on . # GE2015,5,0,577118573585412096,topic keyword
nhs,The verdict on # PMQs today : Broken promises on $t$ waiting times and a vicious Tory government planning monumental cuts post # GE2015,10,1,578298877587111936,topic keyword
caroline flint,"# marrshow $t$ choosing to ignore reported mood of the majority of the nation re : economy . More "" Look "" & "" ordinary working people """,2,-1,574501949921492992,ne
nhs,# bbcqt @ HumzaYousaf u basically just said red ed n dodgy dave r the same . Shame on u when dodgy dave makes our $t$ a private industry .,25,1,573838781905772544,topic keyword
trident,"# bbcdp "" as a Labour MP , I ' m opposed to $t$ "". The first nugget of flying a new policy for Labour I think . Did I hear unilateral disarmament",13,0,574906493184540673,topic keyword
labour,"Mind you , with both $t$ & Tories promising trident renewal , how we vote in # GE2015 will be irrelevant - unless SNP hold balance of power .",5,0,564417691017306112,party keyword
hmrc,"No . 10 & Cameron claim ignorance about # $t$ tax avoidance whilst making Stephen Green a Lord & Trade Minister # bbcdp
http :// t . co / vNhPWJawju",9,-1,564791254522015744,topic keyword
tax evasion,"They ' re still confusing $t$ with tax avoidance , which is totally legal . The jealous socialist mind will never get it # bbcqt",5,0,568545581372723200,topic keyword
mps,# AskMiliband why all but 21 of 237 @ UKLabour $t$ voted against a # fracking ban . Bans in # France # Bulgaria # Germany # NY ... # GE2015,10,0,581213467312549889,ne
teacher,When the class runs riot because they have a supply $t$ and then the headmaster rocks up . # BattleForNumber10,10,0,581203778776514560,topic keyword
@IDS_MP,. $t$ on # marrshow : no changes to pensioners planned - I wonder who will pick up the tab ? Youth already hit hard by crisis @ Project668,1,0,582100021039992832,ne
will self,Who the heck was responsible for explaining to $t$ how housing associations work ? # bbcqt,8,-1,578701168022417409,ne
housing,# bbcqt $t$ crisis solved by taxing people earning silly amounts - mansion tax = mansions become lots of flats and bedsits # Sorted,2,-1,578702056720072704,topic keyword
a&e,We do pay for nhs and $t$ via taxation charging will just mean we ' re paying twice FFS ! # bbcqt,6,-1,566018919987965952,topic keyword
nhs,"# BattleForNumber10 so you took 20 , 000 jobs out of $t$ & gave all the money to your private healthcare mates . Yeah Dave .",11,0,581209988405825536,topic keyword
uk,If I stay up for # bbcqt tonight it ' ll be to hear what Leanne Wood ' s got to say . One of the clearest anti - austerity voices in $t$ politics,32,0,581172723193421826,ne
hospitals,Why all the parties obsessed with cutting tax ? I ' d rather pay more & live in a fair society : good schools $t$ defence & police # GE2015,24,0,581211104271052801,topic keyword
labour,George has just murdered $t$ ' s GDP spending line # Budget2015 # GE2015,4,-1,578178073016864768,party keyword
russia,"If $t$ is one of the most powerful countries in the world based on the size of it ' s economy , then so is Italy . Oh , the nukes ... # bbcqt",1,0,566014409173377024,ne
housing,# bbcqt stop right to buy and allow councils / housing associations to build more social $t$ . Don ' t expect private developers to do it,16,0,578699500845424640,topic keyword
hospitals,"# bbcdp Ah , Andy Burnham , the man who crippled $t$ with PFI . borrow £500m to build a hospital , pay £1 . 9bn back to private lenders .",11,0,581430146277617664,topic keyword
landlords,"$t$ forcing tenants to LIVE with Bed bugs & vermin , damp b ' cause they ant find a replacement & Lls wont fix them ?? # bbcqt",0,-1,578701365528145920,topic keyword
tories,""" I have kids . I ' m like you . Sometimes we play ' cops & robbers ' together , or as I call it ' $t$ & benefit claimants '."" # BattleForNumber10",27,-1,581205989426348033,party keyword
snp,"When $t$ return to WM with an army of MPs , we don ' t expect the red carpet but a warm welcome would be nice # GE2015 http :// t . co / bWhoDDbN9U",1,0,573971750863699968,party keyword
@kdugdalemsp,# bbcqt $t$ talkin a lot of shite re NHS question ! Would not answer question about GP ' s . Clearly rehearsed answers # VoteSNP # GE15,2,-1,573628768654393345,ne
conservative,"460 , 000 more # cancer # patients treated under a # $t$ # government # Cameron # TVdebates # Battle4Number10 # tories # BattleForNumber10",12,1,581211564763664384,party keyword
east euro,Len Evans : $t$ arrivals revived Boston Mkt & econ . @ bbcworldservice # GE2015 # immigration road trip @ zjmurphy http :// t . co / uknR7EK2xt,3,1,580688167784812544,ne
a level,Ed Miliban ' s ' theres six weeks to go ' is how i feel for my $t$ exams # BattleForNumber10,17,0,581219461702762497,topic keyword
tax avoidance,"$t$ by the rich involves vast sums of money , whereas benefit fraud might be a single mother earning a few quid cleaning . # bbcqt",0,-1,566008431187099648,topic keyword
students,"kids don ' t like studying anything because our education system is a disgrace , takes joy out of education for $t$ & teachers # bbcdp",21,0,570551658960297984,add
nh,"' We will not cut the NHS and we haven ' t '... because that would make it $t$ , HS and NS . Cut everything in it , though . # BattleForNumber10",18,-1,581209227433230336,ne
balls,# GE2015 has Ed Balls Up $t$ crawled back under his rock yet ? He still seems desperate to be loved liked and respected . Poor thing .,6,-1,575220790762860544,topic keyword
eu,# bbcqt £12bn cuts needed . UK ' s net contribution to $t$ PA = £12bn ... Of which Poland gets £9bn in net receipts ... Hmmmm ?? # brexit # ukip,12,-1,578695889721663489,topic keyword
tweeta,$t$ from labour supporters on # bbcqt show exactly why the party is doomed - they dnt seem to understand ppl dont . want . austerity . End of,0,0,573630468039532545,ne
democracy,"Andrew Neil knows gold market is manipulated to hide the US , UK , EU ' s debt . This enriches the already rich . $t$ is dying . # GE15 # bbcsp",25,-1,576712965392576512,add
cameron,"# Miliband and Balls say PM # $t$ ' arrogant ' in ruling full out third term . When Blair did it they said "" about bloody time "" # GE2015",7,0,580282123980017664,ne
battlefornumber10 is,# $t$ that the best reason he ' s got for voting Tory .... We get a chance to vote on the EU !!! Jezzz we are in trouble .,1,0,581204315479654400,ne
economic,"Can anyone supply a copy of the $t$ Case for # hs2 ? Wait , no , there isn ' t one ? Really ? But £100bn is being spent ! # BattleForNumber10",7,0,581189080203030528,topic keyword
george osborne,"$t$ wants Greece to stay in the Euro straightjacket . Vote Tory for more EU control , not less . # marrshow",0,0,564362441153576960,ne
tooo easy,SAVE the NHS . PASS # UK NATIONAL # LOTTERY RIGHTS /# PROFITS N OBLIGATIONS TO # NHS ! $t$ ? # saveournhs # march4nhs # NHS # GE2015 # LIBLABCON,19,0,581046528032305153,ne
tax evasion,@ daily _ politics Need to clarify when talking about Tax Avoidance ( Legal ) & $t$ ( Illegal ). # 3LordsALeaping # BBCDP,16,-1,564759104150056960,topic keyword
tories,@ daily _ politics So we have learned from this that neither $t$ or Labour will commit to maintaining 2% of GDP spend on Defence # BBCDP,12,-1,575622807176015872,party keyword
